fruns,last_avail_year,brand_name,brand_name_sanitized,franchisor,franchisor_sanitized,naics_code,naics_description
17160,2023,Honest Abe Roofing,honest abe roofing,"Honest Abe Roofing Franchise, Inc.",honest abe roofing,238160,Roofing Contractors
17636,2019,Honey Bunny Authentic Brazilian Wax,honey bunny authentic brazilian wax,Honey Bunny Brazilian Wax Franchise LLC,honey bunny brazilian wax,812199,Other Personal Care Services
11807,2023,Honey Dew Donuts,honey dew donuts,"Bowen Investments, Inc.",bowen investments,722515,Snack and Nonalcoholic Beverage Bars
14722,2018,"The Honey Do Service, Inc.",honey do service,"Honey Do Franchising Group, Inc.",honey do franchising group,236118,Residential Remodelers
17400,2019,Honey-Jam Cafe,honey jam cafe,"HJC Franchising, LLC",hjc franchising,722511,Full-Service Restaurants
11806,2023,The HoneyBaked Ham Co.,honeybaked ham,"The HBH Franchise Company, LLC",hbh franchise,445210,Meat Markets
14734,2022,"HoneyCuts, inc.",honeycuts,"HoneyCuts Global, Inc.",honeycuts global,812111,Barber Shops
17491,2019,Honeymee,honeymee,"Ubuntu Development, Inc.",ubuntu development,722515,Snack and Nonalcoholic Beverage Bars
16693,2020,Honor Yoga,honor yoga,"Honor Yoga Management, LLC",honor yoga management,611699,All Other Miscellaneous Schools and Instruction
16378,2020,Hood Guyz,hood guyz,"Tri-Way Cleaning Services, Inc.",tri way cleaning services,561790,Other Services to Buildings and Dwellings
11808,2023,HOODZ,hoodz,"HOODZ International, LLC",hoodz,561720,Janitorial Services
17571,2019,Hook & Reel,hook reel,Hook & Reel Franchise LLC,hook reel,722511,Full-Service Restaurants
11809,2011,HOOKED ON DRIVING,hooked on driving,"Performance Driving Programs, Inc.",performance driving programs,611620,Sports and Recreation Instruction
11810,2023,Hooters,hooters,"HOA Franchising, LLC",hoa franchising,722511,Full-Service Restaurants
18120,2023,hoots,hoots,"Hoots Franchising, LLC",hoots,722513,Limited-Service Restaurants
16982,2017,Hopscotch,hopscotch,Hopscotch Franchising USA Inc.,hopscotch,722513,Limited-Service Restaurants
11812,2011,HORNERXPRESS (DISTRIBUTOR),hornerxpress,"HornerXpress, Inc",hornerxpress,238390,Other Building Finishing Contractors
11813,2014,Hoss's Family Steak & Sea House,hosss family steak sea house,"Hoss's Franchise Corporation, Inc.",hosss,722511,Full-Service Restaurants
11814,2023,Hot Box Pizza,hot box pizza,"Hot Box Pizza Franchising, LLC",hot box pizza,722513,Limited-Service Restaurants
14492,2011,HOT BREADS,hot breads,"Hot Breads Franchise, LLC",hot breads,445291,Baked Goods Stores
19141,2023,Hot Diggity Dog Resort,hot diggity dog resort,Hot Diggity Dog Resort Franchising LLC,hot diggity dog resort,812910,Pet Care (except Veterinary) Services
15189,2023,Hot Dog On A Stick,hot dog on a stick,"HDOS Franchising, LLC",hdos,722513,Limited-Service Restaurants
16366,2019,Hot Fries,hot fries,"Hot Fries Franchising, LLC",hot fries,722513,Limited-Service Restaurants
19193,2023,Hot Ground Gym,hot ground gym,"Hot Ground Gym Franchising, LLC",hot ground gym,713940,Fitness and Recreational Sports Centers
14694,2022,HOT HARRY'S FRESH BURRITOS,hot harrys fresh burritos,"Hot Harry's Fresh Burritos, Inc.",hot harrys fresh burritos,722511,Full-Service Restaurants
14493,2023,Hot Head Burritos,hot head burritos,"Hot Head Franchising, LLC",hot head,722513,Limited-Service Restaurants
17466,2019,Hot n Juicy Crawfish,hot n juicy crawfish,HNJ Franchise Inc.,hnj franchise,722511,Full-Service Restaurants
19430,2023,The Hot Spot,hot spot,The Hot Spot Studios LLC,hot spot studios,611610,Fine Arts Schools
11815,2023,Hot Stuff Pizza,hot stuff pizza,"Orion Food Systems, LLC",orion food systems,722513,Limited-Service Restaurants
17566,2020,The Hot Yoga Spot,hot yoga spot,"The Hot Yoga Spot Franchise, LLC",hot yoga spot,713940,Fitness and Recreational Sports Centers
17762,2020,HotBox Sauna Studio,hotbox sauna studio,HotBox Franchising LLC,hotbox,812199,Other Personal Care Services
11816,2023,Hotel Indigo,hotel indigo,"Holiday Hospitality Franchising, LLC",holiday hospitality,721110,Hotels (except Casino Hotels) and Motels
16075,2017,Hotel Makeover,hotel makeover,"HM Franchise, Inc.",hm franchise,236220,Commercial and Institutional Building Construction
16239,2022,Hotel RL by Red Lion,hotel rl red lion,Sonesta RL Hotels Franchising Inc.,sonesta rl hotels,721110,Hotels (except Casino Hotels) and Motels
11817,2002,HOT'N NOW,hotn now,"Hot 'N' Now, L.L.C.",hot n now,722513,Limited-Service Restaurants
14494,2023,Hotshots Sports Bar and Grill,hotshots sports bar grill,"HSF Franchising, LLC",hsf franchising,722511,Full-Service Restaurants
18357,2021,Hotties Fried Chicken,hotties fried chicken,Hotties Franchise Worldwide LLC,hotties franchise worldwide,722513,Limited-Service Restaurants
17033,2023,Hotworx,hotworx,"Hotworx Franchising, LLC",hotworx,713940,Fitness and Recreational Sports Centers
11818,2016,Houlihan's,houlihans,"Houlihan's Restaurants, Inc.",houlihans restaurants,722410,Drinking Places (Alcoholic Beverages)
17315,2023,Hounds Town USA,hounds town,"Hounds Town USA, LLC",hounds town,812910,Pet Care (except Veterinary) Services
17562,2018,House of Air,house air,"House of Air Licensing Company, LLC",house air licensing,713990,All Other Amusement and Recreation Industries
11820,2022,House of Bread,house bread,House of Bread Franchising Inc.,house bread,445291,Baked Goods Stores
17220,2018,House Call Home Inspection,house call home inspection,"House Call Home Inspection Franchising, L.L.C.",house call home inspection,541350,Building Inspection Services
17909,2021,House of Chimney Cakes,house chimney cakes,HCC Franchise Corporation,hcc franchise,722515,Snack and Nonalcoholic Beverage Bars
17460,2023,House of Colour,house colour,"House of Colour USA, Inc.",house colour,812990,All Other Personal Services
16147,2014,House of Cupcakes,house cupcakes,House of Cupcakes LLC,house cupcakes,722515,Snack and Nonalcoholic Beverage Bars
11819,2023,House Doctors,house doctors,"House Doctors, LLC",house doctors,236118,Residential Remodelers
18546,2022,House of Random,house random,"House of Random Creamery Franchise, LLC",house random creamery,722515,Snack and Nonalcoholic Beverage Bars
11821,2011,HOUSE OF SPEED,house speed,"House of Speed Franchising, LLC",house speed,611620,Sports and Recreation Instruction
11822,2023,HouseMaster,housemaster,HouseMaster SPV LLC,housemaster,541350,Building Inspection Services
19004,2022,Houston's Hot Chicken,houstons hot chicken,"Houston's Hot Chicken Franchising, LLC",houstons hot chicken,722513,Limited-Service Restaurants
18842,2023,HOV RIDES: Specialty Transportation Solutions,hov rides specialty transportation solutions,Specialty Solutions LLC,specialty solutions,485999,All Other Transit and Ground Passenger Transportation
11824,2014,HOW DO YOU ROLL?,how do you roll,"HDYR, LLC",hdyr,722513,Limited-Service Restaurants
18367,2021,How You Brewin Coffee Company,how you brewin coffee,How You Brewin Coffee Company Inc.,how you brewin coffee company,722515,Snack and Nonalcoholic Beverage Bars
16871,2023,Howard Hanna,howard hanna,"Howard Hanna Real Estate Associates, LLC",howard hanna real estate associates,531210,Offices of Real Estate Agents and Brokers
11825,2023,Howard Johnson by Wyndham,howard johnson wyndham,"Howard Johnson International, Inc.",howard johnson,721110,Hotels (except Casino Hotels) and Motels
18471,2021,Howdy Homemade Ice Cream,howdy homemade ice cream,"Howdy Retail & Franchising, LLC",howdy retail,722515,Snack and Nonalcoholic Beverage Bars
14619,2015,"HQ Burgers, Beer, Music, Art",hq burgers beer music art,"HQ Burgers, Inc.",hq burgers,445310,Beer
11828,2014,HRG,hrg,HRG Affiliates LLC,hrg affiliates,541940,Veterinary Services
17293,2023,HTeaO,hteao,"HTEAO FC, LLC",hteao fc,445299,All Other Specialty Food Stores
18900,2022,Hub Tap,hub tap,Hub Tap Franchise LLC,hub tap,713990,All Other Amusement and Recreation Industries
11829,2022,Huckleberry's,huckleberrys,"Heritage Restaurant Brands, LP",heritage restaurant brands,722511,Full-Service Restaurants
11830,2023,Huddle House,huddle house,"Huddle House, Inc.",huddle house,722511,Full-Service Restaurants
19159,2023,Hudson Valley Swim,hudson valley swim,HV Swim Franchise LLC,hv swim,611620,Sports and Recreation Instruction
11831,1998,HUDSON'S GRILL,hudsons grill,"Hudson's Grill of America, Inc.",hudsons grill america,722410,Drinking Places (Alcoholic Beverages)
16137,2023,Huey Magoo's Chicken Tenders,huey magoos chicken tenders,"Huey Magoo's Restaurants, LLC",huey magoos restaurants,722513,Limited-Service Restaurants
11832,2009,HUFFMAN BUILDERS,huffman builders,"Huffman Systems, Inc.",huffman systems,236118,Residential Remodelers
11833,2018,HuHot Mongolian Grill,huhot mongolian grill,"HuHot Mongolian Grills, L.L.C.",huhot mongolian grills,722511,Full-Service Restaurants
17305,2023,Hui Lau Shan,hui lau shan,Management M LLC,management m,722515,Snack and Nonalcoholic Beverage Bars
15385,2015,Hula Dog Hawaiian Style Hot Dogs,hula dog hawaiian style hot dogs,"Hula Dog Franchise, Inc.",hula dog,722513,Limited-Service Restaurants
14786,2014,H.U.M.A.N.,human,"HUMAN Healthy Vending, LLC",human healthy vending,445292,Confectionery and Nut Stores
13866,2023,The Human Bean,human bean,"Casey Hawkins, Inc.",casey hawkins,722515,Snack and Nonalcoholic Beverage Bars
11834,2009,HUMAN RESOURCE RX,human resource rx,"Human Resource RX, LLC",human resource rx,812990,All Other Personal Services
17318,2019,Humble Donuts Co.,humble donuts,Humble Donut Holdings LLC,humble donut holdings,722515,Snack and Nonalcoholic Beverage Bars
16932,2021,The Hummus & Pita Co.,hummus pita,"The Hummus & Pita Co. Franchising, LLC",hummus pita,722513,Limited-Service Restaurants
17310,2023,Hummus Republic,hummus republic,"Hummus Republic Franchising USA, Inc.",hummus republic,722513,Limited-Service Restaurants
15071,2022,Hungry Greek,hungry greek,"Hungry Greek Enterprises, LLC",hungry greek enterprises,722513,Limited-Service Restaurants
13867,2009,THE HUNGRY HEART,hungry heart,"Hungry Heart Franchise, LLC",hungry heart,812191,Diet and Weight Reducing Centers
11836,2023,Hungry Howie's,hungry howies,"Hungry Howie's Pizza & Subs, Inc.",hungry howies pizza subs,722513,Limited-Service Restaurants
11837,2010,HUNKER DOWN SYSTEMS,hunker down,"Hunker Down Roof Anchoring System, Inc.",hunker down roof anchoring system,236118,Residential Remodelers
14582,2023,Hunting Lease Network,hunting lease network,"National Hunting Lease Network, L.L.C.",national hunting lease network,114210,Hunting and Trapping
11838,2023,Huntington Learning Center,huntington learning center,"Huntington Learning Centers, Inc",huntington learning centers,611691,Exam Preparation and Tutoring
11839,2010,HUNTINGTON SCHOOL SERVICES,huntington school services,"Huntington Learning Centers, Inc.",huntington learning centers,611710,Educational Support Services
16859,2023,Hurricane Burgers Tacos Wings,hurricane burgers tacos wings,"Hurricane AMT, LLC",hurricane amt,722513,Limited-Service Restaurants
11840,2023,Hurricane Grill & Wings,hurricane grill wings,"Hurricane AMT, LLC",hurricane amt,722511,Full-Service Restaurants
16537,2023,Hurts Donut Company,hurts donut,"Hurts Donut Company, LLC",hurts donut company,722515,Snack and Nonalcoholic Beverage Bars
16132,2016,Husse,husse,"California Nico Caro and Co, Inc",california nico caro,453910,Pet and Pet Supplies Stores
11841,2017,Hut no.8,hut no8,"GP Brands, Inc.",gp brands,453310,Used Merchandise Stores
14867,2019,Hwy 55 Burgers Shakes & Fries,hwy 55 burgers shakes fries,"The Little Mint, Inc.",little mint,722513,Limited-Service Restaurants
16133,2023,Hyatt Centric,hyatt centric,"Hyatt Franchising, L.L.C.",hyatt,721110,Hotels (except Casino Hotels) and Motels
11844,2023,Hyatt House,hyatt house,"Hyatt House Franchising, L.L.C.",hyatt house,721110,Hotels (except Casino Hotels) and Motels
11842,2023,Hyatt Place,hyatt place,"Hyatt Place Franchising, L.L.C.",hyatt place,721110,Hotels (except Casino Hotels) and Motels
11843,2023,Hyatt Regency,hyatt regency,"Hyatt Franchising, L.L.C.",hyatt,721110,Hotels (except Casino Hotels) and Motels
19126,2023,Hyatt Studios,hyatt studios,"Hyatt Franchising, L.L.C.",hyatt,721110,Hotels (except Casino Hotels) and Motels
19297,2023,Hybrid Limo Express,hybrid limo express,"Hybrid Limo Express, Inc.",hybrid limo express,485320,Limousine Service
15951,2015,The Hybrid Shop,hybrid shop,"The Hybrid Shop, Inc.",hybrid shop,811111,General Automotive Repair
18018,2020,Hydrate IV Bar,hydrate iv bar,KCA Holdings LLC,kca holdings,621399,Offices of All Other Miscellaneous Health Practitioners
17168,2019,The Hydration Room,hydration room,"MD Hydration Franchise, Inc.",md hydration,812199,Other Personal Care Services
11845,2022,Hydrex Pest Control,hydrex pest control,"Hydrex Pest Control Co., Inc.",hydrex pest control,561710,Exterminating and Pest Control Services
11846,2008,HYDRO PHYSICS PIPELINE INSPECTION,hydro physics pipeline inspection,Hydro Physics Pipe Inspection Corporation,hydro physics pipe inspection,237110,Water and Sewer Line and Related Structures Construction
17366,2023,HydroDog,hydrodog,"Legacy Franchisors, LLC",legacy,812910,Pet Care (except Veterinary) Services
17135,2019,Hygenex,hygenex,Hygenex Franchise Corporation,hygenex,561720,Janitorial Services
17863,2023,Hyper Kidz,hyper kidz,Boomerang Franchise LLC,boomerang,713940,Fitness and Recreational Sports Centers
15168,2016,Hypoxi,hypoxi,Hypoxi US Franchise LLC,hypoxi,713940,Fitness and Recreational Sports Centers
14697,1998,I CAN'T BELIEVE ITS YOGURT,i cant believe its yogurt,"I Can't Believe Its Yogurt, Ltd.",i cant believe its yogurt,722513,Limited-Service Restaurants
16830,2019,I-CE-NY,i ce ny,ICENY USA LLC,iceny,722515,Snack and Nonalcoholic Beverage Bars
17354,2023,I Heart Mac and Cheese and more,i heart mac cheese more,"Mac and Cheese Franchise Operations, LLC",mac cheese operations,722513,Limited-Service Restaurants
16271,2018,I Love Juice Bar,i love juice bar,"I Love Juice Bar Franchising, LLC",i love juice bar,722515,Snack and Nonalcoholic Beverage Bars
18324,2023,i4 Search Group,i4 search,i4 Franchise Development Inc.,i4 franchise development,561311,Employment Placement Agencies
11850,2023,i9 Sports,i9 sports,"i9 Sports, LLC",i9 sports,611620,Sports and Recreation Instruction
11851,2015,Ian's Pizza by the Slice,ians pizza the slice,"Ian's Pizza United, LLC",ians pizza united,722513,Limited-Service Restaurants
11852,2011,IBEACH,ibeach,"Ibeach, LLC",ibeach,812199,Other Personal Care Services
16482,2016,iCare Repair,icare repair,"iCare Repair Franchising, LLC",icare repair,811212,Computer and Office Machine Repair and Maintenance
11853,2014,Ice Cold Air,ice cold air,"ICA Franchising, LLC",ica franchising,811111,General Automotive Repair
18869,2023,Ice Cream Emergency,ice cream emergency,Ice Cream Emergency Franchising LLC,ice cream emergency,722515,Snack and Nonalcoholic Beverage Bars
11854,2014,Ice House America (now called IceBorn),ice house america,"IHA Franchising, LLC",iha franchising,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
11855,2013,ICEBERG DRIVE INN,iceberg drive inn,"Iceberg Franchising, LLC",iceberg,722513,Limited-Service Restaurants
15243,2019,IceBorn,iceborn,"IHA Franchising, LLC",iha franchising,445299,All Other Specialty Food Stores
18383,2022,ICEBOX Cryotherapy,icebox cryotherapy,Blue Cryo Franchise LLC,blue cryo,621399,Offices of All Other Miscellaneous Health Practitioners
16723,2023,iCode,icode,"iCode Franchise, Inc.",icode,611420,Computer Training
17425,2019,iCombat,icombat,"iCombat Franchising, LLC",icombat,713120,Amusement Arcades
17319,2021,icreatives Staffing,icreatives staffing,"icreatives Franchising, LLC",icreatives,561311,Employment Placement Agencies
17176,2023,iCRYO,icryo,"iCRYO Franchise Systems, LLC",icryo,621399,Offices of All Other Miscellaneous Health Practitioners
18111,2022,Icy-N-Spicy,icy n spicy,I AND S FR LLC,i s fr,722515,Snack and Nonalcoholic Beverage Bars
17121,2022,Idea Lab,idea lab,Lyricos Learning LLC,lyricos learning,611691,Exam Preparation and Tutoring
18935,2023,Ideal Automotive Broker,ideal automotive broker,"Ideal Automotive Broker Franchising, LLC",ideal automotive broker,441120,Used Car Dealers
